"keyID","languageID","text"
89116,en,Tristan Luminaire Rising SKIN
89116,ru,Tristan Luminaire Rising SKIN
89116,de,Tristan Luminaire Rising SKIN
89116,ja,トリスタン・ルミネールライジングSKIN
89116,zh,特里斯坦级泛光升腾涂装
89115,ru,Federation Navy Comet Luminaire Rising SKIN
89115,de,Federation Navy Comet Luminaire Rising SKIN
89115,en,Federation Navy Comet Luminaire Rising SKIN
89115,ko,연방 해군 코멧 '루미네어 라이징' SKIN
89115,fr,"SKIN Comet de la Federation Navy, édition Lever de Luminaire"
89115,es,SKIN de Alba de Luminaire para la Comet de la Armada de la Federación
89115,zh,联邦海军彗星级泛光升腾涂装
89115,ja,連邦海軍仕様コメット・ルミネールライジングSKIN
88897,ko,지르니트라 '아즈다자 축출' SKIN
88897,es,SKIN de Azdaja Extirpado para la Zirnitra
88897,fr,"SKIN Zirnitra, édition Éradication d'Azdaja"
88897,ru,Zirnitra Azdaja Extirpated SKIN
88897,en,Zirnitra Azdaja Extirpated SKIN
88897,de,Zirnitra Azdaja Extirpated SKIN
88897,ja,ジルニトラ用アズダジャ根絶SKIN
88897,zh,泽尼塔级阿兹达加灭绝者涂装
88896,de,Leshak Azdaja Extirpated SKIN
88896,en,Leshak Azdaja Extirpated SKIN
88896,ru,Leshak Azdaja Extirpated SKIN
88896,ko,레샤크 '아즈다자 축출' SKIN
88896,es,SKIN de Azdaja Extirpado para la Leshak
88896,fr,"SKIN Leshak, édition Éradication d'Azdaja"
88896,ja,レシャク用アズダジャ根絶SKIN
88896,zh,勒沙克级阿兹达加灭绝者涂装
88895,de,Drekavac Azdaja Extirpated SKIN
88895,ru,Drekavac Azdaja Extirpated SKIN
88895,en,Drekavac Azdaja Extirpated SKIN
88895,ko,드레카바크 '아즈다자 축출' SKIN
88895,es,SKIN de Azdaja Extirpado para la Drekavac
88895,fr,"SKIN Drekavac, édition Éradication d'Azdaja"
88895,ja,ドレカヴァク用アズダジャ根絶SKIN
88895,zh,德雷卡瓦级阿兹达加灭绝者涂装
88894,ru,Rodiva Azdaja Extirpated SKIN
88894,en,Rodiva Azdaja Extirpated SKIN
88894,de,Rodiva Azdaja Extirpated SKIN
88894,ko,로디바 '아즈다자 축출' SKIN
88894,es,SKIN de Azdaja Extirpado para la Rodiva
88894,fr,"SKIN Rodiva, édition Éradication d'Azdaja"
88894,ja,ロディバ用アズダジャ根絶SKIN
88894,zh,洛迪瓦级阿兹达加灭绝者涂装
88893,ko,베드마크 '아즈다자 축출' SKIN
88893,es,SKIN de Azdaja Extirpado para la Vedmak
88893,fr,"SKIN Vedmak, édition Éradication d'Azdaja"
88893,de,Vedmak Azdaja Extirpated SKIN
88893,ru,Vedmak Azdaja Extirpated SKIN
88893,en,Vedmak Azdaja Extirpated SKIN
88893,ja,ヴェドマック用アズダジャ根絶SKIN
88893,zh,维德马克级阿兹达加灭绝者涂装
88892,de,Kikimora Azdaja Extirpated SKIN
88892,en,Kikimora Azdaja Extirpated SKIN
88892,ru,Kikimora Azdaja Extirpated SKIN
88892,ko,키키모라 '아즈다자 축출' SKIN
88892,es,SKIN de Azdaja Extirpado para la Kikimora
88892,fr,"SKIN Kikimora, édition Éradication d'Azdaja"
88892,ja,キキモラ用アズダジャ根絶SKIN
88892,zh,奇奇莫拉级阿兹达加灭绝者涂装
88891,ru,Damavik Azdaja Extirpated SKIN
88891,de,Damavik Azdaja Extirpated SKIN
88891,en,Damavik Azdaja Extirpated SKIN
88891,ko,다마비크 '아즈다자 축출' SKIN
88891,fr,"SKIN Damavik, édition Éradication d'Azdaja"
88891,es,SKIN de Azdaja Extirpado para la Damavik
88891,ja,ダマヴィク用アズダジャ根絶SKIN
88891,zh,达玛维克级阿兹达加灭绝者涂装
88856,ko,키키모라 파일럿
88856,ru,Kikimora Pilot
88856,en,Kikimora Pilot
88856,de,Kikimora Pilot
88856,fr,Pilote de Kikimora
88856,es,Piloto de Kikimora
88856,ja,キキモラパイロット
88856,zh,奇奇莫拉飞行员
88790,en,Avalanche Sponsored Security SKIN
88790,de,Avalanche Sponsored Security SKIN
88790,ru,Avalanche Sponsored Security SKIN
88790,ko,아발란치 '치안 후원사' SKIN
88790,fr,SKIN Avalanche édition Partenariat de sécurité
88790,es,SKIN de Seguridad Patrocinada para la Avalanche
88790,ja,アヴァランチ用スポンサードセキュリティSKIN
88790,zh,雪崩级助力安全涂装
88789,de,Deluge Sponsored Security SKIN
88789,en,Deluge Sponsored Security SKIN
88789,ru,Deluge Sponsored Security SKIN
88789,ko,델유즈 '치안 후원사' SKIN
88789,fr,"SKIN Deluge, édition Partenariat de sécurité"
88789,es,SKIN de Seguridad Patrocinada para la Deluge
88789,ja,デリュージ用スポンサードセキュリティSKIN
88789,zh,洪水级助力安全涂装
88788,ko,토렌트 '치안 후원사' SKIN
88788,es,SKIN de Seguridad Patrocinada para la Torrent
88788,fr,"SKIN Torrent, édition Partenariat de sécurité"
88788,de,Torrent Sponsored Security SKIN
88788,ru,Torrent Sponsored Security SKIN
88788,en,Torrent Sponsored Security SKIN
88788,ja,トーレント用スポンサードセキュリティSKIN
88788,zh,湍流级助力安全涂装
88787,ko,스퀄 '치안 후원사' SKIN
88787,es,SKIN de Seguridad Patrocinada para la Squall
88787,fr,"SKIN Squall, édition Partenariat de sécurité"
88787,ru,Squall Sponsored Security SKIN
88787,en,Squall Sponsored Security SKIN
88787,de,Squall Sponsored Security SKIN
88787,ja,スコール用スポンサードセキュリティSKIN
88787,zh,狂风级助力安全涂装
88786,ko,썬더차일드 '치안 후원사' SKIN
88786,es,SKIN de Seguridad Patrocinada para la Thunderchild
88786,fr,"SKIN Thunderchild, édition Partenariat de sécurité"
88786,en,Thunderchild Sponsored Security SKIN
88786,ru,Thunderchild Sponsored Security SKIN
88786,de,Thunderchild Sponsored Security SKIN
88786,ja,サンダーチャイルド用スポンサードセキュリティSKIN
88786,zh,雷裔级助力安全涂装
88785,ko,스톰브링어 '치안 후원사' SKIN
88785,es,SKIN de Seguridad Patrocinada para la Stormbringer
88785,fr,"SKIN Stormbringer, édition Partenariat de sécurité"
88785,en,Stormbringer Sponsored Security SKIN
88785,de,Stormbringer Sponsored Security SKIN
88785,ru,Stormbringer Sponsored Security SKIN
88785,ja,ストームブリンガー用スポンサードセキュリティSKIN
88785,zh,唤风级助力安全涂装
88784,ko,스카이브레이커 '치안 후원사' SKIN
88784,es,SKIN de Seguridad Patrocinada para la Skybreaker
88784,fr,"SKIN Skybreaker, édition Partenariat de sécurité"
88784,de,Skybreaker Sponsored Security SKIN
88784,ru,Skybreaker Sponsored Security SKIN
88784,en,Skybreaker Sponsored Security SKIN
88784,ja,スカイブレイカー用スポンサードセキュリティSKIN
88784,zh,破天级助力安全涂装
88763,es,Control de calidad de detector de exploración
88763,ko,QA 탐사 탐지기
88763,en,QA Exploration Detector
88763,de,QA Exploration Detector
88763,ru,QA Exploration Detector
88763,zh,QA探索探测器
88763,ja,QA探索用ディテクター
88763,fr,Responsable de l'exploration QA
88734,ko,자라시어 캐피탈 마이크로 점프 드라이브 블루프린트
88734,fr,Plan de construction Propulseur de microsaut capital Xarasier
88734,es,Plano de motor de microsalto capital Xarasier
88734,de,Xarasier Capital Micro Jump Drive Blueprint
88734,ru,Xarasier Capital Micro Jump Drive Blueprint
88734,en,Xarasier Capital Micro Jump Drive Blueprint
88734,ja,ザラシアのキャピタルマイクロジャンプドライブ設計図
88734,zh,扎拉希旗舰级微型跳跃引擎蓝图
88733,ko,자라시어 캐피탈 보조 실드 부스터 블루프린트
88733,fr,Plan de construction Booster de bouclier annexe capital Xarasier
88733,es,Plano de potenciador de escudo auxiliar capital Xarasier
88733,en,Xarasier Capital Ancillary Shield Booster Blueprint
88733,ru,Xarasier Capital Ancillary Shield Booster Blueprint
88733,de,Xarasier Capital Ancillary Shield Booster Blueprint
88733,ja,ザラシアのキャピタル補助シールドブースター設計図
88733,zh,扎拉希旗舰级辅助护盾回充增量器蓝图
88732,ko,자라시어 캐피탈 보조 장갑수리 장치 블루프린트
88732,fr,Plan de construction Réparateur de blindage annexe capital Xarasier
88732,es,Plano de reparador de blindaje auxiliar capital Xarasier
88732,en,Xarasier Capital Ancillary Armor Repairer Blueprint
88732,de,Xarasier Capital Ancillary Armor Repairer Blueprint
88732,ru,Xarasier Capital Ancillary Armor Repairer Blueprint
88732,ja,ザラシアのキャピタル補助アーマーリペアラ設計図
88732,zh,扎拉希旗舰级辅助装甲维修器蓝图
88731,ko,자라시어 중형 마이크로 점프 드라이브 블루프린트
88731,fr,Plan de construction Propulseur de micro-saut intermédiaire Xarasier
88731,es,Plano de motor de microsalto mediano Xarasier
88731,ru,Xarasier Medium Micro Jump Drive Blueprint
88731,de,Xarasier Medium Micro Jump Drive Blueprint
88731,en,Xarasier Medium Micro Jump Drive Blueprint
88731,ja,ザラシアの中型マイクロジャンプドライブ設計図
88731,zh,扎拉希中型微型跳跃引擎蓝图
88730,ko,자라시어 대형 보조 장갑수리 장치 블루프린트
88730,fr,Plan de construction Grand réparateur de blindage annexe Xarasier
88730,es,Plano para reparador de blindaje auxiliar grande Xarasier
88730,en,Xarasier Large Ancillary Armor Repairer Blueprint
88730,de,Xarasier Large Ancillary Armor Repairer Blueprint
88730,ru,Xarasier Large Ancillary Armor Repairer Blueprint
88730,ja,ザラシアの大型補助アーマーリペアラ設計図
88730,zh,扎拉希大型辅助装甲维修器蓝图
88729,ko,자라시어 중형 보조 장갑수리 장치 블루프린트
88729,fr,Plan de construction Réparateur de blindage annexe intermédiaire Xarasier
88729,es,Plano de reparador de blindaje auxiliar mediano Xarasier
88729,ru,Xarasier Medium Ancillary Armor Repairer Blueprint
88729,de,Xarasier Medium Ancillary Armor Repairer Blueprint
88729,en,Xarasier Medium Ancillary Armor Repairer Blueprint
88729,ja,ザラシアの中型補助アーマーリペアラ設計図
88729,zh,扎拉希中型辅助装甲维修器蓝图
88728,ko,자라시어 소형 보조 장갑수리 장치 블루프린트
88728,fr,Plan de construction Petit réparateur de blindage annexe Xarasier
88728,es,Plano de reparador de blindaje auxiliar pequeño Xarasier
88728,ru,Xarasier Small Ancillary Armor Repairer Blueprint
88728,de,Xarasier Small Ancillary Armor Repairer Blueprint
88728,en,Xarasier Small Ancillary Armor Repairer Blueprint
88728,ja,ザラシアの小型補助アーマーリペアラ設計図
88728,zh,扎拉希小型辅助装甲维修器蓝图
88727,ko,자라시어 초대형 보조 실드 부스터 블루프린트
88727,fr,Plan de construction Très grand booster de bouclier annexe Xarasier
88727,es,Plano de potenciador de escudo auxiliar extragrande Xarasier
88727,de,Xarasier X-Large Ancillary Shield Booster Blueprint
88727,en,Xarasier X-Large Ancillary Shield Booster Blueprint
88727,ru,Xarasier X-Large Ancillary Shield Booster Blueprint
88727,ja,ザラシアの超大型補助シールドブースター設計図
88727,zh,扎拉希超大型辅助护盾回充增量器蓝图
88726,ko,자라시어 소형 보조 실드 부스터 블루프린트
88726,fr,Plan de construction Petit booster de bouclier annexe Xarasier
88726,es,Plano de potenciador de escudo auxiliar pequeño Xarasier
88726,de,Xarasier Small Ancillary Shield Booster Blueprint
88726,en,Xarasier Small Ancillary Shield Booster Blueprint
88726,ru,Xarasier Small Ancillary Shield Booster Blueprint
88726,ja,ザラシアの小型補助シールドブースター設計図
88726,zh,扎拉希小型辅助护盾回充增量器蓝图
88725,ko,자라시어 중형 보조 실드 부스터 블루프린트
88725,fr,Plan de construction Booster de bouclier annexe intermédiaire Xarasier
88725,es,Plano de potenciador de escudo auxiliar mediano Xarasier
88725,de,Xarasier Medium Ancillary Shield Booster Blueprint
88725,ru,Xarasier Medium Ancillary Shield Booster Blueprint
88725,en,Xarasier Medium Ancillary Shield Booster Blueprint
88725,ja,ザラシアの中型補助シールドブースター設計図
88725,zh,扎拉希中型辅助护盾回充增量器蓝图
88724,ko,자라시어 반응성 장갑 강화장치 블루프린트
88724,fr,Plan de construction Renforcement de blindage réactif Xarasier
88724,es,Plano de endurecedor de blindaje reactivo Xarasier
88724,de,Xarasier Reactive Armor Hardener Blueprint
88724,ru,Xarasier Reactive Armor Hardener Blueprint
88724,en,Xarasier Reactive Armor Hardener Blueprint
88724,ja,ザラシアのリアクティブアーマーハードナー設計図
88724,zh,扎拉希反应式装甲增强器蓝图
88723,ko,자라시어 대형 보조 실드 부스터 블루프린트
88723,fr,Plan de construction Grand booster de bouclier annexe Xarasier
88723,es,Plano de potenciador de escudo auxiliar grande Xarasier
88723,ru,Xarasier Large Ancillary Shield Booster Blueprint
88723,de,Xarasier Large Ancillary Shield Booster Blueprint
88723,en,Xarasier Large Ancillary Shield Booster Blueprint
88723,ja,ザラシアの大型補助シールドブースター設計図
88723,zh,扎拉希大型辅助护盾回充增量器蓝图
88722,ko,자라시어 대형 마이크로 점프 드라이브 블루프린트
88722,fr,Plan de construction Grand propulseur de microsaut Xarasier
88722,es,Plano de motor de microsalto grande Xarasier
88722,ru,Xarasier Large Micro Jump Drive Blueprint
88722,en,Xarasier Large Micro Jump Drive Blueprint
88722,de,Xarasier Large Micro Jump Drive Blueprint
88722,ja,ザラシアの大型マイクロジャンプドライブ設計図
88722,zh,扎拉希大型微型跳跃引擎蓝图
88721,ko,자라시어 소형 보조 장갑수리 장치
88721,fr,Petit réparateur de blindage annexe Xarasier
88721,es,Reparador de blindaje auxiliar pequeño Xarasier
88721,en,Xarasier Small Ancillary Armor Repairer
88721,ru,Xarasier Small Ancillary Armor Repairer
88721,de,Xarasier Small Ancillary Armor Repairer
88721,ja,ザラシアの小型補助アーマーリペアラ
88721,zh,扎拉希小型辅助装甲维修器
88720,ko,자라시어 중형 보조 장갑수리 장치
88720,es,Reparador de blindaje auxiliar mediano Xarasier
88720,fr,Réparateur de blindage annexe intermédiaire Xarasier
88720,ru,Xarasier Medium Ancillary Armor Repairer
88720,de,Xarasier Medium Ancillary Armor Repairer
88720,en,Xarasier Medium Ancillary Armor Repairer
88720,ja,ザラシアの中型補助アーマーリペアラ
88720,zh,扎拉希中型辅助装甲维修器
88719,ko,자라시어 대형 보조 장갑수리 장치
88719,fr,Grand réparateur de blindage annexe Xarasier
88719,es,Reparador de blindaje auxiliar grande Xarasier
88719,en,Xarasier Large Ancillary Armor Repairer
88719,ru,Xarasier Large Ancillary Armor Repairer
88719,de,Xarasier Large Ancillary Armor Repairer
88719,ja,ザラシアの大型補助アーマーリペアラ
88719,zh,扎拉希大型辅助装甲维修器
88718,ko,자라시어 캐피탈 보조 장갑수리 장치
88718,es,Reparador de blindaje auxiliar capital Xarasier
88718,fr,Réparateur de blindage annexe capital Xarasier
88718,de,Xarasier Capital Ancillary Armor Repairer
88718,en,Xarasier Capital Ancillary Armor Repairer
88718,ru,Xarasier Capital Ancillary Armor Repairer
88718,ja,ザラシアのキャピタル補助アーマーリペアラ
88718,zh,扎拉希旗舰级辅助装甲维修器
88717,ko,자라시어 소형 보조 실드 부스터
88717,fr,Petit booster de bouclier annexe Xarasier
88717,es,Potenciador de escudo auxiliar pequeño Xarasier
88717,de,Xarasier Small Ancillary Shield Booster
88717,en,Xarasier Small Ancillary Shield Booster
88717,ru,Xarasier Small Ancillary Shield Booster
88717,ja,ザラシアの小型補助シールドブースター
88717,zh,扎拉希小型辅助护盾回充增量器
88716,ko,자라시어 중형 보조 실드 부스터
88716,fr,Booster de bouclier annexe intermédiaire Xarasier
88716,es,Potenciador de escudo auxiliar mediano Xarasier
88716,en,Xarasier Medium Ancillary Shield Booster
88716,ru,Xarasier Medium Ancillary Shield Booster
88716,de,Xarasier Medium Ancillary Shield Booster
88716,ja,ザラシアの中型補助シールドブースター
88716,zh,扎拉希中型辅助护盾回充增量器
88715,ko,자라시어 대형 보조 실드 부스터
88715,fr,Grand booster de bouclier annexe Xarasier
88715,es,Potenciador de escudo auxiliar extragrande Xarasier
88715,de,Xarasier Large Ancillary Shield Booster
88715,ru,Xarasier Large Ancillary Shield Booster
88715,en,Xarasier Large Ancillary Shield Booster
88715,ja,ザラシアの大型補助シールドブースター
88715,zh,扎拉希大型辅助护盾回充增量器
88714,ko,자라시어 초대형 보조 실드 부스터
88714,es,Potenciador de escudo auxiliar extragrande Xarasier
88714,fr,Très grand booster de bouclier annexe Xarasier
88714,de,Xarasier X-Large Ancillary Shield Booster
88714,en,Xarasier X-Large Ancillary Shield Booster
88714,ru,Xarasier X-Large Ancillary Shield Booster
88714,ja,ザラシアの超大型補助シールドブースター
88714,zh,扎拉希超大型辅助护盾回充增量器
88713,ko,자라시어 캐피탈 보조 실드 부스터
88713,fr,Booster de bouclier annexe capital Xarasier
88713,es,Potenciador de escudo auxiliar capital Xarasier
88713,de,Xarasier Capital Ancillary Shield Booster
88713,ru,Xarasier Capital Ancillary Shield Booster
88713,en,Xarasier Capital Ancillary Shield Booster
88713,ja,ザラシアのキャピタル補助シールドブースター
88713,zh,扎拉希旗舰级辅助护盾回充增量器
88712,ko,자라시어 캐피탈 마이크로 점프 드라이브
88712,es,Motor de microsalto capital Xarasier
88712,fr,Propulseur de microsaut capital Xarasier
88712,de,Xarasier Capital Micro Jump Drive
88712,en,Xarasier Capital Micro Jump Drive
88712,ru,Xarasier Capital Micro Jump Drive
88712,ja,ザラシアのキャピタルマイクロジャンプドライブ
88712,zh,扎拉希旗舰级微型跳跃引擎
88711,ko,자라시어 중형 마이크로 점프 드라이브
88711,es,Motor de microsalto mediano Xarasier
88711,fr,Propulseur de microsaut intermédiaire Xarasier
88711,ru,Xarasier Medium Micro Jump Drive
88711,de,Xarasier Medium Micro Jump Drive
88711,en,Xarasier Medium Micro Jump Drive
88711,ja,ザラシアの中型マイクロジャンプドライブ
88711,zh,扎拉希中型微型跳跃引擎
88710,ko,자라시어 대형 마이크로 점프 드라이브
88710,fr,Grand propulseur de microsaut Xarasier
88710,es,Motor de microsalto grande Xarasier
88710,en,Xarasier Large Micro Jump Drive
88710,de,Xarasier Large Micro Jump Drive
88710,ru,Xarasier Large Micro Jump Drive
88710,ja,ザラシアの大型マイクロジャンプドライブ
88710,zh,扎拉希大型微型跳跃引擎
88709,ko,자라시어 반응성 장갑 강화장치
88709,es,Endurecedor de blindaje reactivo Xarasier
88709,fr,Renforcement de blindage réactif Xarasier
88709,ru,Xarasier Reactive Armor Hardener
88709,en,Xarasier Reactive Armor Hardener
88709,de,Xarasier Reactive Armor Hardener
88709,ja,ザラシアのリアクティブアーマーハードナー
88709,zh,扎拉希反应式装甲增强器
88613,ko,스트라테고스 드레드노트
88613,en,Strategos Dreadnought
88613,de,Strategos Dreadnought
88613,ru,Strategos Dreadnought
88613,es,Superacorazado Strategos
88613,fr,Supercuirassé Strategos
88613,ja,ストラテゴス攻城艦
88613,zh,将军级无畏舰
88562,ko,영광의 교환
88562,fr,Échange de glorification
88562,en,Glorification Exchange
88562,de,Glorification Exchange
88562,ru,Glorification Exchange
88562,es,Intercambio de glorificación
88562,ja,栄誉のやり取り
88562,zh,荣耀兑换处
88560,ko,미노스 티라노스
88560,es,Mynos Tyrannos
88560,de,Mynos Tyrannos
88560,en,Mynos Tyrannos
88560,fr,Mynos Tyrannos
88560,ru,Mynos Tyrannos
88560,ja,ミノス・ティラノス
88560,zh,专制者米诺斯
88559,ko,라돈 티라노스
88559,de,Ladon Tyrannos
88559,es,Ladon Tyrannos
88559,en,Ladon Tyrannos
